customer_id,treatment,contract_value_per_month,contract_duration_months,feature_usage_count,days_since_last_login,api_calls_30d,seats_purchased,seats_active,support_tickets,csat_score,industry,company_size,integrations_enabled,onboarding_completed,churned
B2B01458,0,1999,32,25,3,3458,10,4,1,57.65172648663327,Healthcare,11-50,2,1,0
B2B01459,1,99,18,22,19,601,50,28,4,82.05656507057417,Retail,51-200,0,0,0
B2B01460,0,199,14,25,1,62,10,7,3,88.25217850619865,Retail,11-50,2,1,0
B2B01461,0,99,29,30,0,5531,10,8,1,88.36582215466787,Technology,11-50,3,1,0
B2B01462,0,999,4,36,4,1126,10,5,2,79.91557019164618,Technology,51-200,1,1,0
B2B01463,0,199,18,25,9,575,50,49,4,68.46955101500174,Other,1000+,2,1,0
B2B01464,1,99,7,26,21,39,25,12,2,91.68431086388814,Healthcare,1000+,1,1,0
B2B01465,0,499,6,18,4,1995,25,16,3,91.05178002272439,Retail,1-10,2,1,0
B2B01466,0,99,17,26,9,76,5,2,0,67.8251389131502,Retail,11-50,2,0,0
B2B01467,0,1999,10,26,1,44,10,9,2,89.37981499711039,Technology,11-50,2,1,0
B2B01468,0,999,5,24,9,8,10,8,2,80.11442633570066,Retail,1-10,1,1,0
B2B01469,0,99,4,20,16,233,5,2,3,76.03148020290433,Other,201-1000,1,1,0
B2B01470,0,99,18,22,4,160,5,2,3,88.05752028283771,Finance,51-200,1,1,0
B2B01471,0,999,19,27,15,10,25,12,5,55.31013695151054,Healthcare,11-50,4,0,0
B2B01472,1,99,17,26,1,253,10,6,0,76.66868563127005,Finance,51-200,2,1,0
B2B01473,1,99,38,24,0,30,5,2,0,78.58883628250727,Healthcare,51-200,2,1,0
B2B01474,0,999,5,16,1,203,5,3,0,46.93731969057317,Other,201-1000,0,1,0
B2B01475,0,99,23,25,21,530,10,6,0,80.87473777793602,Retail,51-200,1,1,0
B2B01476,0,499,1,17,5,7363,10,8,0,92.76368248989016,Finance,1-10,3,1,0
B2B01477,0,199,10,28,2,399,5,4,0,69.20117381922249,Finance,11-50,1,1,0
B2B01478,0,999,3,20,4,3313,10,8,2,77.08822202655344,Other,11-50,1,1,0
B2B01479,0,199,18,10,0,125,25,24,0,74.39719661607782,Retail,201-1000,6,1,0
B2B01480,0,999,6,21,45,202,50,43,0,87.88002878634491,Finance,51-200,3,0,0
B2B01481,0,99,16,28,4,452,10,6,2,74.72530013361079,Healthcare,51-200,1,1,0
B2B01482,1,999,5,19,0,2318,25,23,0,85.20697015008531,Other,11-50,4,0,0
B2B01483,0,99,8,30,24,23,50,41,0,83.12239171147424,Retail,1000+,0,1,0
B2B01484,1,99,7,20,26,17036,25,24,0,85.85863743620399,Other,1000+,1,1,0
B2B01485,0,199,17,27,6,23,10,4,2,64.40796292030157,Other,1-10,5,1,0
B2B01486,0,99,12,27,0,100,250,178,0,87.62940058725844,Retail,1-10,2,1,0
B2B01487,1,199,1,29,0,95,5,4,0,65.78798037094784,Healthcare,1000+,5,1,0
B2B01488,1,499,11,27,3,12,100,72,0,78.07039247327779,Technology,1-10,2,0,0
B2B01489,0,199,20,29,22,45,5,3,4,62.626480809553776,Technology,1000+,4,1,0
B2B01490,1,999,3,22,11,146,5,2,0,95.88894358763201,Retail,1000+,2,1,0
B2B01491,1,999,1,28,6,890,5,2,0,92.51599277319646,Retail,51-200,3,0,0
B2B01492,0,1999,12,22,11,3774,10,6,3,88.66407546722219,Finance,11-50,0,1,0
B2B01493,0,99,37,18,2,1115,10,5,1,50.22576897449601,Finance,1-10,3,1,0
B2B01494,0,199,6,31,2,122,5,4,2,88.35770482930158,Healthcare,51-200,0,1,0
B2B01495,1,99,3,28,12,923,10,8,4,75.99330409157744,Retail,1-10,1,0,0
B2B01496,1,1999,16,24,18,10,5,2,0,81.1428616944032,Finance,51-200,1,1,0
B2B01497,0,99,10,35,13,24,5,3,1,74.5227736719262,Finance,1000+,2,1,0
B2B01498,0,199,22,29,7,925,5,4,1,78.64179770390719,Healthcare,1-10,2,0,0
B2B01499,0,199,2,27,8,7021,100,62,0,55.47853194899767,Healthcare,201-1000,2,1,0
B2B01500,0,199,12,26,10,1264,50,30,1,86.681924849986,Technology,1-10,3,0,0
B2B01501,1,999,6,16,6,643,10,6,0,80.46650679035928,Healthcare,11-50,1,1,0
B2B01502,0,499,9,25,7,84,10,7,3,94.27391259934087,Healthcare,1-10,1,1,0
B2B01503,0,499,17,21,4,15,250,131,1,94.00053817642748,Other,51-200,1,1,0
B2B01504,1,999,22,21,5,212,25,24,2,88.71212789610776,Retail,1000+,3,1,0
B2B01505,1,199,11,19,2,248,5,3,2,78.56123684396567,Other,1000+,1,1,0
B2B01506,0,1999,9,21,7,142,10,6,0,86.7073368229629,Finance,11-50,0,0,0
B2B01507,0,499,5,35,10,914,5,3,0,93.97854836535117,Retail,1-10,0,1,0
B2B01508,0,199,6,26,26,35,250,240,1,85.41478008009925,Finance,201-1000,8,1,0
B2B01509,0,199,39,30,24,26,10,8,1,98.16363349680502,Technology,11-50,4,1,0
B2B01510,0,199,6,29,7,17,10,9,2,60.73145173370591,Healthcare,1-10,4,0,0
B2B01511,0,999,8,24,2,8,10,4,2,96.43661997696414,Finance,201-1000,1,1,0
B2B01512,0,99,7,30,9,525,10,9,6,92.95460276834935,Retail,1-10,2,1,0
B2B01513,1,99,25,20,13,463,25,14,3,63.67663658856425,Retail,201-1000,3,1,0
B2B01514,0,1999,12,20,3,262,25,22,0,88.21009040811421,Other,11-50,3,1,0
B2B01515,0,999,32,19,11,1459,100,45,0,81.59296532901932,Healthcare,201-1000,3,0,0
B2B01516,1,499,9,25,1,122,50,32,2,96.70350212159506,Technology,11-50,3,0,0
B2B01517,0,99,9,30,1,8,10,7,2,76.17859114964659,Retail,1-10,0,1,0
B2B01518,0,499,14,28,6,8047,5,2,2,81.27290273476606,Retail,201-1000,2,1,0
B2B01519,0,199,12,35,6,4778,10,9,0,80.2921132697474,Healthcare,201-1000,0,1,0
B2B01520,0,499,9,23,11,834,5,2,1,63.03273708285621,Technology,51-200,1,1,0
B2B01521,0,4999,13,22,11,135,5,3,1,78.51756831831614,Healthcare,1-10,4,1,0
B2B01522,0,499,27,29,4,42,50,49,0,86.07317308802887,Healthcare,201-1000,2,1,0
B2B01523,0,199,4,31,7,55,5,2,0,90.99713934039244,Healthcare,201-1000,0,1,0
B2B01524,0,199,4,24,0,152,25,15,3,82.9964690014512,Finance,11-50,2,1,0
B2B01525,0,999,18,37,27,281,50,45,3,86.77541741363457,Technology,51-200,3,1,0
B2B01526,1,99,3,22,15,1333,50,27,0,65.45702800009549,Technology,201-1000,1,1,0
B2B01527,0,99,22,25,1,856,5,4,1,86.48669213803137,Technology,1-10,1,1,0
B2B01528,0,99,3,23,4,3116,5,2,2,92.34055584786853,Other,51-200,1,1,0
B2B01529,0,199,34,22,9,12,250,186,5,82.96196446087949,Other,1000+,1,1,0
B2B01530,0,199,11,15,11,211,10,6,5,78.5814684978295,Other,11-50,4,1,0
B2B01531,0,999,9,25,4,22,100,93,1,50.92583420812519,Other,51-200,4,1,0
B2B01532,0,1999,1,23,7,2488,10,9,1,81.18254327024412,Retail,201-1000,2,1,0
B2B01533,0,199,4,20,2,395,100,57,3,59.55879929633375,Other,201-1000,0,1,0
B2B01534,0,499,5,30,10,159,5,3,1,71.54080202959997,Healthcare,11-50,1,1,0
B2B01535,0,199,26,19,14,0,50,30,0,81.08785762334368,Retail,51-200,3,1,0
B2B01536,1,199,17,22,0,13,5,4,0,86.34360814148188,Technology,11-50,3,1,1
B2B01537,1,99,16,26,4,59,5,3,1,52.271033773280585,Retail,1000+,0,0,1
B2B01538,1,99,6,40,9,11,100,64,0,70.91282552773333,Other,11-50,4,1,0
B2B01539,0,499,10,23,8,352,5,3,1,89.25343960081804,Finance,11-50,1,0,0
B2B01540,0,499,10,26,6,206,10,9,1,61.467841916475805,Retail,1-10,6,1,0
B2B01541,1,999,6,31,10,69,100,52,0,83.05476591290817,Retail,1-10,1,1,0
B2B01542,0,499,9,20,11,185,100,81,2,54.874637291205644,Technology,11-50,3,0,0
B2B01543,0,99,5,25,21,336,50,30,1,91.60549483209708,Technology,11-50,1,1,0
B2B01544,0,99,8,28,5,6,5,4,1,67.54563592871612,Finance,11-50,4,0,0
B2B01545,0,199,14,25,5,82,10,6,4,95.73836791726656,Finance,1-10,2,1,0
B2B01546,0,99,10,17,11,2,50,44,3,63.36241344461276,Other,11-50,3,1,0
B2B01547,0,199,23,20,21,880,25,22,4,85.06412645585836,Other,1-10,3,1,0
B2B01548,0,199,21,19,8,64,5,3,2,80.8617706681644,Finance,1-10,2,1,0
B2B01549,1,99,1,20,6,22,5,4,2,60.138175820931615,Technology,11-50,0,1,0
B2B01550,0,199,3,31,2,1575,10,7,0,88.83449361541008,Finance,1-10,1,0,0
B2B01551,0,99,11,31,0,2991,10,7,2,43.79374185227877,Finance,201-1000,2,1,0
B2B01552,0,199,11,31,5,3,25,13,1,68.86923536078388,Healthcare,1000+,3,1,0
B2B01553,1,99,22,32,0,64,5,4,0,70.22671564802666,Other,11-50,2,1,0
B2B01554,1,99,7,33,0,26,10,6,0,93.35812859683209,Technology,201-1000,2,0,0
B2B01555,0,499,17,26,9,1111,100,92,2,58.81428367318837,Technology,51-200,1,1,0
B2B01556,0,499,7,38,4,923,5,3,2,81.70626648575067,Retail,51-200,0,0,0
B2B01557,0,499,10,25,19,139,10,7,2,76.92168346823588,Finance,201-1000,2,1,0
B2B01558,0,99,17,21,6,197,5,2,1,79.59848834381866,Other,11-50,2,0,0
B2B01559,0,499,46,25,16,3290,25,11,4,94.03052877956445,Other,11-50,3,0,0
B2B01560,0,199,21,21,6,90,25,22,1,93.6010602703242,Retail,201-1000,1,0,0
B2B01561,0,1999,11,34,2,63,10,6,0,54.167213464644625,Technology,11-50,2,1,0
B2B01562,0,199,7,24,17,490,25,15,2,62.032136838572406,Finance,11-50,3,1,0
B2B01563,0,1999,4,22,1,406,5,2,2,74.19121374023138,Retail,51-200,0,1,0
B2B01564,0,1999,6,26,3,440,5,3,1,41.747434448996984,Technology,1000+,1,1,0
B2B01565,1,99,11,21,6,5,5,4,3,37.626868495108454,Healthcare,1-10,0,1,0
B2B01566,0,199,19,26,12,71,25,19,2,97.07480268958179,Technology,1000+,0,0,0
B2B01567,0,199,5,20,25,1668,10,4,3,80.7695241013909,Other,51-200,2,1,0
B2B01568,0,499,4,27,0,77,5,2,1,85.08513602482535,Healthcare,1-10,1,1,0
B2B01569,0,199,1,26,8,761,5,4,1,79.4773263878489,Healthcare,51-200,2,1,0
B2B01570,0,99,13,25,2,3309,25,23,1,95.35337156692336,Retail,201-1000,0,1,0
B2B01571,0,199,10,21,0,407,10,5,1,66.84252634350672,Finance,51-200,2,1,0
B2B01572,1,499,4,27,1,36,10,5,1,65.94768679591594,Healthcare,51-200,2,1,0
B2B01573,0,199,8,30,54,804,10,7,0,91.31628057289215,Other,51-200,0,0,0
B2B01574,0,199,11,24,7,154,100,96,3,57.54350965252091,Retail,11-50,3,1,0
B2B01575,0,99,7,19,3,0,10,4,1,71.29871381947171,Technology,11-50,0,1,0
B2B01576,0,99,25,25,6,71,10,9,1,76.94152120968619,Technology,1000+,1,0,0
B2B01577,0,4999,16,19,2,743,25,18,1,65.93844058955068,Retail,11-50,2,1,0
B2B01578,0,199,6,25,4,514,10,5,1,65.6756956034295,Other,11-50,2,0,0
B2B01579,0,499,9,27,31,524,5,2,3,96.69819531011832,Technology,11-50,0,1,0
B2B01580,0,199,14,20,8,42,50,29,1,65.16947062734181,Healthcare,11-50,4,1,0
B2B01581,0,199,5,19,0,8691,10,7,0,94.63338535410205,Other,51-200,2,1,0
B2B01582,0,99,11,28,0,79,5,4,3,90.1509394274584,Other,11-50,1,0,0
B2B01583,1,1999,5,26,22,21,50,42,1,77.82977276373747,Healthcare,201-1000,0,1,0
B2B01584,0,99,5,24,3,1096,5,2,1,71.99002877124337,Finance,201-1000,2,1,0
B2B01585,0,499,22,28,9,840,5,4,2,93.63829267155612,Retail,201-1000,4,1,0
B2B01586,0,499,18,18,25,220,5,4,5,72.86371305870512,Finance,1-10,3,1,0
B2B01587,0,99,15,27,18,609,10,8,2,77.64879506134909,Finance,51-200,4,1,0
B2B01588,0,99,5,28,7,47,10,7,1,88.82554452721,Other,201-1000,2,1,0
B2B01589,0,499,12,20,3,1,5,3,1,24.503499482427642,Healthcare,51-200,0,1,0
B2B01590,0,199,8,26,1,285,5,2,5,52.705130330512986,Finance,11-50,1,1,0
B2B01591,0,99,2,31,1,59,25,11,4,79.1028787973634,Retail,11-50,4,1,0
B2B01592,0,99,4,30,1,532,5,2,3,89.53986329698259,Retail,11-50,3,1,0
B2B01593,1,999,8,16,3,242,25,17,3,85.21060924801328,Finance,11-50,2,0,0
B2B01594,0,199,7,18,12,3046,5,3,0,77.04105345192869,Other,11-50,4,1,0
B2B01595,0,499,6,33,0,25,10,7,3,50.85179669533725,Technology,51-200,3,1,0
B2B01596,0,99,3,25,1,384,50,29,0,73.58766065059639,Retail,11-50,5,1,0
B2B01597,0,199,11,30,2,42,5,4,5,70.76348986261726,Finance,51-200,1,1,0
B2B01598,0,99,26,21,7,268,5,2,0,72.93683712741881,Other,11-50,4,1,0
B2B01599,0,99,5,24,25,108,5,3,2,79.63081234687441,Healthcare,11-50,3,1,0
B2B01600,0,499,4,21,14,245,5,4,4,97.59094657575857,Retail,11-50,3,1,0
B2B01601,0,99,7,24,1,694,5,4,5,89.08160148067383,Healthcare,11-50,1,0,0
B2B01602,1,999,30,20,9,16,100,59,2,71.18326921412631,Healthcare,11-50,2,1,0
B2B01603,0,4999,7,26,2,105,100,79,4,78.75371169632584,Other,11-50,4,0,0
B2B01604,0,199,4,27,1,147,5,4,0,43.721091371795055,Other,51-200,4,1,0
B2B01605,0,99,14,18,7,59,25,17,2,78.57493434519569,Technology,1-10,2,1,0
B2B01606,0,199,6,25,4,24,100,69,1,83.91786079198256,Finance,51-200,3,1,0
B2B01607,0,199,15,25,3,12697,5,2,4,82.24654728866626,Healthcare,201-1000,2,0,0
B2B01608,0,499,8,28,0,222,5,2,0,61.99804676566012,Technology,201-1000,2,1,0
B2B01609,0,499,12,26,7,3407,5,4,1,96.39156606841118,Finance,1-10,0,1,0
B2B01610,1,499,6,29,3,468,5,3,1,68.1780454606722,Healthcare,11-50,1,1,0
B2B01611,0,199,8,33,2,6183,10,8,0,91.94901830067207,Technology,51-200,0,1,0
B2B01612,0,999,9,20,5,845,50,44,2,66.92109094155298,Technology,1000+,1,1,0
B2B01613,1,199,3,29,4,14,5,2,3,87.93848473528601,Technology,11-50,2,1,0
B2B01614,0,99,17,25,12,23,5,4,1,87.37377030099042,Healthcare,11-50,3,1,1
B2B01615,0,199,27,18,2,3340,5,2,2,88.30384311954163,Retail,11-50,0,1,0
B2B01616,0,99,6,20,12,364,10,6,2,74.83842404459502,Finance,51-200,0,1,0
B2B01617,0,999,8,28,17,213,10,6,0,75.14815149519355,Other,51-200,2,0,0
B2B01618,1,199,10,27,5,233,5,3,3,71.71332640052204,Healthcare,51-200,3,1,0
B2B01619,0,199,21,21,16,793,5,2,2,79.56627897776116,Retail,11-50,3,1,0
B2B01620,0,99,12,25,15,224,50,24,2,92.90361922982945,Retail,11-50,2,1,0
B2B01621,0,99,9,25,10,34,100,53,3,81.65284140984895,Retail,201-1000,2,1,0
B2B01622,0,99,3,31,0,27,5,4,2,71.95527328397128,Other,51-200,1,0,0
B2B01623,0,499,8,39,1,19,5,2,4,97.77955467884635,Other,1-10,3,1,0
B2B01624,1,199,19,18,2,610,5,2,4,90.77066126040538,Finance,11-50,2,1,0
B2B01625,1,99,15,27,17,10335,25,14,6,64.13418018379794,Other,1-10,1,0,0
B2B01626,0,499,11,28,3,21,5,3,2,56.61735329523214,Retail,11-50,1,1,0
B2B01627,0,499,15,25,1,315,5,2,5,56.702761476384254,Healthcare,51-200,4,1,0
B2B01628,0,199,26,23,0,7,5,3,2,80.53423688115654,Healthcare,201-1000,0,1,0
B2B01629,1,499,16,32,0,1010,50,49,1,92.27825443415517,Healthcare,11-50,2,1,0
B2B01630,0,99,7,20,9,130,5,3,0,87.16304192601724,Finance,1-10,2,0,0
B2B01631,0,999,2,36,6,166,5,3,3,57.89356613907476,Healthcare,1000+,0,1,0
B2B01632,0,199,9,24,1,36744,5,4,2,79.89269020402071,Finance,1-10,2,1,0
B2B01633,0,1999,2,26,1,342,10,5,4,96.8241681461478,Finance,1-10,1,1,0
B2B01634,0,499,2,33,2,81,10,8,3,85.4877994713153,Technology,11-50,0,1,0
B2B01635,0,499,15,22,16,74,10,7,0,57.25471675251236,Healthcare,51-200,3,1,0
B2B01636,0,99,18,29,2,45,10,5,0,66.08271517989185,Healthcare,1-10,1,1,0
B2B01637,0,999,8,30,0,282,25,10,0,84.03990521034983,Other,1-10,2,1,0
B2B01638,0,999,12,25,0,96,10,6,0,88.11435548036212,Retail,11-50,1,1,0
B2B01639,0,99,4,20,2,320,5,2,0,76.88221374727668,Healthcare,201-1000,2,1,0
B2B01640,0,99,6,21,1,62,25,19,4,56.26292430561243,Technology,11-50,1,1,0
B2B01641,0,199,3,22,0,478,100,83,4,82.8679861885049,Healthcare,51-200,2,1,0
B2B01642,1,499,25,23,0,39,5,4,2,83.57709829353122,Other,51-200,2,1,0
B2B01643,0,499,11,30,2,7,5,3,1,67.53596213291667,Retail,1-10,1,1,0
B2B01644,0,99,13,21,0,136,100,50,1,91.93177261908858,Technology,201-1000,2,1,0
B2B01645,0,499,11,28,1,41,5,4,1,65.01774187716674,Retail,11-50,4,0,0
B2B01646,0,99,17,31,6,1889,10,8,2,70.66906307313707,Technology,11-50,2,1,0
B2B01647,0,999,18,20,4,90,10,8,3,98.98464276828892,Other,1000+,3,1,0
B2B01648,1,199,5,28,0,22,10,5,4,61.936577452081295,Healthcare,1-10,4,1,0
B2B01649,0,199,10,31,20,86,5,4,3,78.23689735375076,Other,201-1000,0,1,0
B2B01650,1,199,5,21,4,681,100,70,1,72.46969386281718,Technology,1-10,2,1,0
B2B01651,0,99,2,23,23,237,25,23,2,92.54866953341909,Finance,1000+,3,1,0
B2B01652,0,499,1,27,17,107,5,2,0,91.34402050186124,Healthcare,11-50,1,1,0
B2B01653,0,999,5,21,8,252,5,2,3,85.79060206261528,Retail,11-50,4,1,0
B2B01654,0,99,9,22,12,59,100,81,1,67.81647716764175,Retail,1-10,2,1,0
B2B01655,0,1999,19,29,15,55,5,2,3,70.90700840953083,Healthcare,1000+,3,0,0
B2B01656,0,99,12,22,4,555,10,4,4,90.80140688091197,Retail,11-50,5,1,0
B2B01657,0,499,16,24,12,113,10,7,3,86.4081097631093,Retail,1000+,2,1,0
B2B01658,0,999,13,31,2,84,5,4,0,89.17498224191182,Finance,1000+,3,0,0
B2B01659,0,999,28,21,12,34,5,3,1,55.312701343341296,Technology,51-200,0,0,0
B2B01660,0,99,15,24,4,28,25,11,1,66.81092090708265,Healthcare,1-10,1,0,0
B2B01661,0,499,55,23,11,18,5,3,3,89.06265876257532,Retail,1-10,2,1,1
B2B01662,0,99,17,27,15,310,25,23,0,53.02407590031265,Technology,1-10,4,1,0
B2B01663,1,99,6,27,5,869,10,5,4,79.64401917968095,Healthcare,11-50,3,1,0
B2B01664,0,999,8,26,0,280,10,8,3,69.27364320634759,Technology,11-50,1,0,0
B2B01665,0,99,5,20,17,8,100,79,2,90.12008357835587,Technology,51-200,1,1,0
B2B01666,0,99,16,17,20,377,25,11,0,63.59497996532482,Retail,11-50,4,0,0
B2B01667,0,199,10,21,6,1516,5,3,4,87.44690586440505,Finance,1-10,1,1,0
B2B01668,0,499,9,21,1,53,100,97,0,85.07662707473736,Technology,1-10,2,1,0
B2B01669,0,99,5,27,5,86685,50,48,1,41.5839929734426,Healthcare,201-1000,2,1,0
B2B01670,0,199,10,26,2,123,5,3,2,62.6549281442901,Finance,51-200,2,1,1
B2B01671,1,499,13,23,3,12,100,50,1,40.99427535853095,Finance,51-200,4,0,0
B2B01672,0,99,4,28,2,26,10,6,3,80.09397603616557,Other,11-50,1,1,0
B2B01673,0,199,14,28,0,9,100,45,0,84.7736810472529,Retail,1000+,1,1,0
B2B01674,1,99,10,19,32,92,5,2,2,77.43282423435153,Retail,201-1000,3,1,0
B2B01675,0,199,2,22,2,23,5,2,0,41.41816538092463,Other,1000+,2,1,0
B2B01676,1,1999,5,25,10,1539,5,3,1,65.76068964290505,Healthcare,1-10,2,1,0
B2B01677,0,999,5,27,0,0,25,19,3,90.64653237766287,Healthcare,11-50,1,1,0
B2B01678,0,499,7,33,30,1286,50,40,0,65.33296508774104,Technology,11-50,1,0,0
B2B01679,0,4999,9,29,0,121,25,13,2,87.27118892948022,Technology,11-50,2,0,0
B2B01680,0,999,1,22,0,291,10,6,4,99.7221740861902,Finance,11-50,5,1,0
B2B01681,1,99,3,32,5,29,5,2,5,75.45285624678996,Finance,11-50,4,1,0
B2B01682,0,999,1,25,18,186,5,3,2,54.771908358054,Other,1-10,0,1,0
B2B01683,0,99,22,25,6,331,5,3,2,47.174105979781466,Other,11-50,2,1,0
B2B01684,0,99,11,25,18,23,10,4,0,61.39839431146601,Finance,11-50,2,1,0
B2B01685,1,99,10,26,2,21,5,2,0,79.96753816865485,Retail,11-50,1,0,0
B2B01686,0,999,17,32,13,16,50,37,3,84.88252511395586,Technology,11-50,0,1,0
B2B01687,0,199,3,31,2,1980,5,4,0,79.68838897753298,Other,51-200,0,1,0
B2B01688,0,199,22,31,5,15,5,4,1,82.1771404931832,Technology,1-10,2,0,0
B2B01689,0,999,8,26,0,47,10,7,6,86.07530316422243,Technology,1000+,2,1,0
B2B01690,0,199,5,20,15,301,50,44,2,72.1405809582722,Finance,11-50,1,1,0
B2B01691,1,999,4,27,7,362,25,17,1,89.96398324775855,Healthcare,51-200,1,1,0
B2B01692,0,999,13,26,3,32,25,14,2,92.12508475148783,Retail,1-10,1,0,0
B2B01693,1,99,24,23,16,183,5,3,0,91.22224349741018,Healthcare,51-200,2,1,0
B2B01694,1,199,28,23,5,27,5,2,1,80.74440683473354,Retail,1000+,0,1,0
B2B01695,0,4999,13,22,1,2730,5,2,4,79.00381316451583,Retail,201-1000,1,0,0
B2B01696,0,199,18,26,7,1489,5,2,1,84.01457396215399,Finance,51-200,1,0,0
B2B01697,0,999,11,21,18,974,5,2,0,93.9210340977902,Finance,1000+,1,1,0
B2B01698,0,499,4,33,2,93,10,9,0,63.2644237115247,Healthcare,51-200,1,1,0
B2B01699,0,199,4,27,8,1987,5,4,1,91.82976067929388,Technology,51-200,3,1,0
B2B01700,0,999,22,26,2,451,10,6,2,77.05684154650646,Retail,1-10,1,1,0
B2B01701,1,499,6,28,12,1132,25,22,0,84.7049367483407,Other,51-200,1,1,0
B2B01702,0,999,2,26,0,614,5,4,0,91.91374083099048,Other,11-50,1,1,0
B2B01703,0,499,16,31,6,149,50,42,1,63.0805850067812,Retail,11-50,1,1,0
B2B01704,0,499,6,20,10,38804,5,2,0,96.16243602032084,Healthcare,51-200,2,1,0
B2B01705,0,199,24,22,4,4,5,4,1,76.45690628344828,Retail,11-50,1,1,0
B2B01706,1,999,5,26,5,92,10,9,2,91.74078265051232,Technology,51-200,2,1,0
B2B01707,0,99,3,28,6,241,100,59,2,67.61492530566777,Retail,51-200,3,1,0
B2B01708,0,1999,3,24,2,64,5,2,0,95.86414359177166,Technology,1-10,0,1,0
B2B01709,1,199,7,32,5,9,5,2,0,86.9862715626801,Healthcare,11-50,3,0,0
B2B01710,0,99,8,24,11,19,5,4,2,67.78189048097194,Other,1000+,2,1,0
B2B01711,0,1999,12,23,2,247,25,10,1,89.28316736509659,Technology,11-50,1,1,0
B2B01712,0,199,5,20,12,2236,10,7,2,95.73708254253133,Healthcare,201-1000,0,1,0
B2B01713,0,499,9,30,7,71,25,24,0,95.98156600833993,Healthcare,1-10,2,0,0
B2B01714,0,199,26,32,4,245,100,93,4,72.0482360574237,Healthcare,1000+,4,1,0
B2B01715,0,99,2,31,13,45,5,3,5,70.28472472412736,Finance,11-50,2,1,0
B2B01716,0,1999,29,26,9,133,5,3,0,77.50853113823165,Finance,51-200,2,1,0
B2B01717,0,199,29,29,3,35,25,22,2,80.74090996211461,Healthcare,1-10,2,0,0
B2B01718,1,499,1,23,11,112,10,9,2,89.43862975509835,Healthcare,1-10,3,1,0
B2B01719,0,999,4,23,15,331,10,4,2,91.56309420879157,Finance,1-10,2,1,0
B2B01720,1,999,3,26,12,3190,5,4,1,93.18933454943344,Other,1000+,4,1,0
B2B01721,0,199,20,25,8,91,5,2,4,81.51933444613897,Technology,201-1000,2,0,0
B2B01722,1,499,20,25,21,335,10,7,0,72.54266900474153,Retail,201-1000,1,1,0
B2B01723,0,199,4,21,23,560,100,83,3,54.53696036622047,Other,201-1000,0,1,0
B2B01724,0,199,8,25,5,54,10,7,4,62.50217633086987,Other,51-200,1,1,0
B2B01725,0,99,6,26,9,170,5,3,1,81.30902860755415,Healthcare,11-50,1,1,0
B2B01726,0,499,4,17,6,17,10,8,2,63.30958513115383,Finance,51-200,3,1,0
B2B01727,0,199,10,20,1,5,5,4,1,59.13760234817862,Finance,11-50,5,1,0
B2B01728,1,199,8,27,21,5659,5,4,0,61.407532684056406,Finance,11-50,2,1,0
B2B01729,1,499,8,25,8,26,5,3,0,92.24335256332985,Other,51-200,2,1,0
B2B01730,0,99,9,24,16,61,5,2,3,85.51939535957058,Healthcare,1-10,3,1,0
B2B01731,0,199,12,22,17,27,10,5,0,81.0721222307765,Other,1-10,2,0,0
B2B01732,0,99,4,25,6,105,10,9,2,71.95458046164373,Healthcare,11-50,4,1,0
B2B01733,0,199,2,27,17,0,250,237,1,78.57046763246005,Healthcare,11-50,2,1,0
B2B01734,0,499,17,35,8,2171,10,5,0,85.97305662284805,Healthcare,1-10,2,0,0
B2B01735,0,999,21,23,1,7,5,4,2,75.38089325496458,Technology,11-50,0,0,0
B2B01736,0,499,9,26,1,134,10,8,2,59.60143429713673,Healthcare,1-10,3,1,0
B2B01737,0,999,10,26,0,112,5,3,5,76.86730615800327,Retail,51-200,1,1,0
B2B01738,1,99,1,23,1,76,10,7,1,77.34850516089983,Healthcare,201-1000,1,1,0
B2B01739,0,199,11,24,11,4,5,3,1,84.6890206804424,Other,1-10,1,1,0
B2B01740,0,199,17,16,15,4,10,8,0,84.70231255195004,Healthcare,11-50,0,1,0
B2B01741,0,199,17,25,3,287,250,100,0,65.68989133918556,Retail,201-1000,4,0,0
B2B01742,0,999,9,30,5,2228,5,4,1,80.11975394140187,Healthcare,51-200,3,1,0
B2B01743,0,499,20,18,13,1354,5,3,1,55.332252425603244,Retail,51-200,1,1,0
B2B01744,0,1999,6,26,5,88,50,23,3,96.82390203158981,Technology,51-200,5,1,0
B2B01745,1,999,6,22,22,192,5,4,0,86.09738681275414,Other,201-1000,0,1,0
B2B01746,0,99,60,31,17,1030,10,8,0,92.90755993163394,Technology,1000+,2,0,0
B2B01747,1,199,18,22,4,204,25,13,0,77.48588256097979,Technology,1-10,3,0,0
B2B01748,0,199,15,26,4,163,10,7,6,78.99505763647666,Finance,201-1000,1,1,0
B2B01749,0,199,2,36,0,3789,10,7,1,86.24268031769213,Other,1-10,3,1,0
B2B01750,0,499,14,22,9,1633,5,4,5,79.68965963740538,Technology,11-50,1,1,0
B2B01751,0,99,6,21,3,32,5,4,0,90.34595047322162,Healthcare,11-50,2,1,0
B2B01752,0,99,2,30,8,51,5,4,3,59.383785584679,Other,201-1000,1,1,0
B2B01753,0,499,10,24,1,22,5,3,1,62.35248795555171,Other,201-1000,2,1,0
B2B01754,0,99,16,31,6,414,50,47,1,92.75865047064468,Healthcare,51-200,4,1,0
