mens,womens,recency,history,zip_code,newbie,channel,visit,conversion,spend
0,0,3,73.68641481843984,Urban,1,Phone,0,0,0.0
1,0,6,19.874385062516247,Suburban,1,Web,0,0,0.0
0,1,8,177.01554646007844,Suburban,0,Web,0,0,0.0
1,0,7,71.64180101886268,Suburban,0,Multichannel,0,0,0.0
1,0,11,32.85600152668139,Suburban,0,Web,0,0,0.0
0,0,2,233.53708636800553,Rural,0,Web,0,0,0.0
1,0,3,558.6827961925148,Urban,0,Web,0,0,0.0
0,0,12,89.46004341552728,Suburban,1,Web,0,0,0.0
1,0,7,62.84609248800465,Rural,0,Web,0,0,0.0
1,0,3,44.17288203259839,Suburban,0,Multichannel,0,0,0.0
1,0,6,237.41035942630302,Urban,0,Phone,0,0,0.0
0,1,3,88.72023405579255,Suburban,0,Web,0,0,0.0
0,0,6,211.94702774412482,Urban,0,Web,0,0,0.0
0,0,9,21.113022798341916,Rural,0,Web,0,0,0.0
0,1,1,69.54067684693766,Rural,0,Phone,0,0,0.0
1,0,4,206.45527313679048,Urban,0,Multichannel,0,0,0.0
1,0,1,107.30825145050134,Suburban,0,Web,1,0,0.0
0,1,12,1062.4184485708283,Suburban,0,Web,0,0,0.0
0,1,4,122.64784409858459,Suburban,0,Phone,0,0,0.0
0,0,1,129.52085658012444,Suburban,1,Web,0,0,0.0
0,0,7,273.748237485453,Rural,0,Web,0,0,0.0
0,1,12,153.0735276068695,Suburban,0,Phone,0,0,0.0
1,0,1,138.10403248293426,Urban,0,Phone,0,0,0.0
0,1,4,300.44247370150936,Suburban,1,Multichannel,0,0,0.0
0,0,12,120.89320500616816,Urban,0,Multichannel,1,0,0.0
0,0,4,1704.0426142415286,Suburban,0,Phone,1,0,0.0
0,0,1,258.46107562169755,Suburban,0,Phone,0,0,0.0
0,1,10,119.39891988349825,Suburban,0,Multichannel,0,0,0.0
0,1,4,370.44633545391764,Suburban,0,Multichannel,0,0,0.0
0,1,4,85.8790529675669,Suburban,0,Multichannel,0,0,0.0
1,0,4,1507.0809478522237,Suburban,1,Web,0,0,0.0
0,0,5,38.969749303432394,Suburban,0,Web,0,0,0.0
0,1,7,413.0576609483449,Suburban,0,Multichannel,0,0,0.0
0,0,3,181.71366606459137,Suburban,0,Multichannel,0,0,0.0
0,0,11,395.8472078231666,Rural,0,Phone,0,0,0.0
1,0,5,121.12266616255386,Rural,0,Phone,0,0,0.0
0,1,3,210.3534890884202,Suburban,0,Multichannel,1,1,55.125030497657804
0,0,3,55.94043425112064,Urban,0,Web,0,0,0.0
1,0,12,212.99700076326457,Suburban,1,Phone,0,0,0.0
0,0,12,67.08030820794282,Suburban,0,Web,0,0,0.0
1,0,4,267.89661651641643,Suburban,0,Multichannel,0,0,0.0
0,1,5,13.283784756851865,Urban,0,Multichannel,0,0,0.0
0,0,8,221.08283955725287,Rural,0,Multichannel,0,0,0.0
0,1,1,58.96885731638826,Urban,0,Phone,0,0,0.0
0,1,3,128.49515299505623,Suburban,0,Multichannel,0,0,0.0
1,0,2,506.8907714735555,Rural,0,Phone,1,0,0.0
1,0,1,99.26060705335202,Rural,0,Web,0,0,0.0
1,0,7,18.69062602617533,Suburban,0,Web,0,0,0.0
1,0,7,1061.4886098111385,Suburban,0,Web,0,0,0.0
1,0,9,367.2999913684703,Suburban,0,Web,0,0,0.0
0,0,10,63.8214724843956,Suburban,0,Phone,0,0,0.0
0,0,3,602.0571529386917,Rural,1,Web,0,0,0.0
0,0,2,45.840916650752575,Rural,0,Multichannel,0,0,0.0
1,0,5,113.60210963757079,Suburban,0,Multichannel,1,0,0.0
0,0,7,927.9374940952746,Rural,0,Multichannel,0,0,0.0
1,0,8,573.8526345209448,Suburban,0,Web,0,0,0.0
0,0,10,500.1925023101908,Rural,0,Web,0,0,0.0
0,0,3,163.1775256393234,Suburban,0,Web,0,0,0.0
1,0,4,84.84635411704396,Urban,0,Phone,0,0,0.0
0,1,2,49.65050304158242,Suburban,0,Web,0,0,0.0
0,1,1,698.7311108571844,Rural,1,Phone,1,0,0.0
0,1,8,287.88298766029396,Suburban,0,Multichannel,0,0,0.0
0,1,3,182.8878940865072,Urban,0,Web,0,0,0.0
0,1,5,253.58509844752166,Urban,0,Web,0,0,0.0
1,0,4,114.72784181931765,Suburban,0,Web,0,0,0.0
0,0,3,43.36034139465132,Suburban,0,Web,0,0,0.0
0,0,5,139.25052126853402,Urban,0,Multichannel,0,0,0.0
1,0,4,240.14068548341865,Suburban,0,Phone,0,0,0.0
0,1,11,62.223195774707115,Rural,0,Phone,0,0,0.0
1,0,3,255.23072216297894,Suburban,0,Phone,1,0,0.0
0,1,12,18.405975938259058,Suburban,0,Web,0,0,0.0
0,0,4,90.3867206746899,Suburban,0,Phone,0,0,0.0
0,0,2,81.07681671883762,Urban,1,Phone,0,0,0.0
1,0,3,168.88940704797065,Rural,0,Web,0,0,0.0
0,0,1,165.2153860137147,Rural,1,Web,0,0,0.0
0,0,12,99.77674154927416,Urban,0,Multichannel,0,0,0.0
1,0,4,221.30026054255072,Suburban,0,Phone,1,0,0.0
1,0,5,10.0,Suburban,0,Multichannel,0,0,0.0
0,1,12,122.98184776545364,Suburban,1,Web,0,0,0.0
1,0,2,95.85632463090045,Urban,0,Phone,0,0,0.0
0,0,1,31.90094247841051,Urban,1,Web,1,0,0.0
1,0,8,44.655904968023115,Suburban,0,Multichannel,0,0,0.0
0,0,12,36.48592162846088,Suburban,0,Web,0,0,0.0
1,0,11,202.415795166958,Suburban,0,Multichannel,0,0,0.0
0,1,4,317.50548053632485,Urban,0,Phone,1,0,0.0
1,0,3,96.48360788848167,Urban,0,Multichannel,0,0,0.0
1,0,7,98.68724150091953,Rural,0,Web,0,0,0.0
0,0,1,201.97414419759875,Suburban,1,Web,1,0,0.0
0,0,6,45.29188427606524,Rural,0,Multichannel,0,0,0.0
0,1,6,324.5739124166884,Rural,0,Multichannel,0,0,0.0
0,0,5,312.78660086954704,Urban,1,Web,0,0,0.0
1,0,10,394.21225883942833,Rural,0,Web,1,0,0.0
0,0,5,165.40983489387185,Suburban,0,Multichannel,1,0,0.0
0,1,5,352.90491583701413,Rural,0,Multichannel,0,0,0.0
0,1,12,46.50336684350472,Suburban,0,Multichannel,0,0,0.0
1,0,5,288.3105882529473,Suburban,0,Phone,0,0,0.0
1,0,9,268.26314578145843,Rural,0,Phone,0,0,0.0
0,0,8,795.1043657401351,Suburban,0,Web,0,0,0.0
1,0,9,35.45515012241537,Urban,0,Web,1,0,0.0
0,0,2,120.7638107590621,Suburban,0,Web,0,0,0.0
0,1,1,390.7914937308241,Suburban,0,Phone,0,0,0.0
0,1,12,3086.257469887193,Urban,0,Phone,0,0,0.0
0,1,4,221.53657978215875,Urban,0,Phone,0,0,0.0
1,0,7,413.44327690609884,Suburban,1,Multichannel,0,0,0.0
0,0,4,721.1833564078086,Suburban,0,Web,0,0,0.0
0,0,9,2794.815935108948,Suburban,0,Web,0,0,0.0
0,1,6,31.25194793001818,Suburban,0,Web,0,0,0.0
0,1,1,546.5793571241802,Rural,0,Multichannel,1,1,52.48749152640898
1,0,8,139.8558220565,Rural,0,Web,0,0,0.0
0,1,2,93.92807891136326,Urban,1,Web,0,0,0.0
1,0,7,118.43608590209844,Urban,1,Multichannel,0,0,0.0
0,0,4,49.04414091126685,Suburban,0,Multichannel,0,0,0.0
0,0,1,804.4463507156543,Suburban,1,Multichannel,1,0,0.0
1,0,1,459.2762751231246,Suburban,0,Phone,0,0,0.0
0,1,4,255.11148030852306,Suburban,0,Multichannel,0,0,0.0
0,0,4,55.51088180828666,Urban,0,Multichannel,0,0,0.0
0,1,4,93.69921691169866,Urban,0,Phone,0,0,0.0
0,0,5,495.37971213603385,Suburban,1,Web,0,0,0.0
1,0,4,21.456259008566068,Suburban,0,Phone,0,0,0.0
0,0,2,198.61812564221378,Suburban,1,Multichannel,1,0,0.0
1,0,8,213.24716207386254,Suburban,0,Phone,0,0,0.0
1,0,4,159.22908614546589,Urban,0,Web,1,0,0.0
1,0,5,246.8670827949958,Rural,1,Phone,0,0,0.0
0,0,8,672.4948383362672,Urban,0,Web,1,0,0.0
0,0,7,356.8780664016774,Suburban,0,Multichannel,1,0,0.0
0,0,6,461.2568721074062,Rural,0,Web,0,0,0.0
1,0,5,684.8834018812508,Rural,0,Web,0,0,0.0
1,0,6,637.97349907549,Urban,0,Web,0,0,0.0
1,0,1,205.42980309405144,Suburban,0,Web,0,0,0.0
0,1,8,238.39321529767824,Suburban,0,Web,0,0,0.0
1,0,4,207.21816079577647,Suburban,0,Phone,0,0,0.0
1,0,6,35.21746508046704,Suburban,0,Phone,0,0,0.0
0,1,7,125.57282988287757,Urban,0,Web,0,0,0.0
0,1,10,43.390413542881774,Suburban,1,Multichannel,0,0,0.0
1,0,4,492.0345045576843,Urban,0,Phone,1,1,39.26539946794873
1,0,8,28.90926914586829,Suburban,0,Phone,1,0,0.0
0,0,4,67.74047593993068,Urban,0,Web,0,0,0.0
0,0,4,42.4794457064301,Urban,0,Web,0,0,0.0
0,0,11,186.28677015906808,Suburban,0,Multichannel,0,0,0.0
1,0,4,2209.821559445408,Suburban,0,Web,1,0,0.0
0,1,3,658.6815050304043,Urban,0,Multichannel,0,0,0.0
1,0,12,183.70684224172334,Suburban,0,Phone,1,0,0.0
0,0,7,179.8876196944218,Suburban,0,Phone,0,0,0.0
0,0,2,157.43389125525172,Suburban,0,Multichannel,0,0,0.0
0,1,8,913.3763448595668,Rural,0,Web,1,0,0.0
1,0,11,3615.1600123656094,Rural,0,Multichannel,1,0,0.0
0,1,5,1081.3333974058567,Suburban,0,Web,1,0,0.0
0,1,11,844.897350727537,Rural,0,Web,0,0,0.0
0,0,5,115.99966529048307,Suburban,0,Web,0,0,0.0
1,0,10,161.3096563607504,Urban,0,Phone,1,0,0.0
1,0,1,233.77900115924297,Rural,0,Web,0,0,0.0
1,0,4,202.96912659752383,Rural,0,Multichannel,0,0,0.0
0,1,12,468.98807719856427,Suburban,0,Phone,1,0,0.0
0,0,8,154.52155656578117,Suburban,0,Multichannel,0,0,0.0
0,0,8,231.40359303070792,Suburban,1,Web,0,0,0.0
0,0,9,21.40834572643319,Urban,0,Phone,0,0,0.0
1,0,12,81.81264091930153,Suburban,0,Web,0,0,0.0
0,1,6,78.07041020168786,Urban,1,Web,0,0,0.0
1,0,2,910.881620272761,Urban,1,Web,1,0,0.0
1,0,3,217.8871049346015,Suburban,0,Web,0,0,0.0
0,0,3,432.32321077225214,Urban,0,Multichannel,0,0,0.0
0,1,1,274.7826268276821,Suburban,1,Web,0,0,0.0
1,0,12,52.20744948588642,Rural,0,Web,0,0,0.0
0,0,7,88.7543506558565,Rural,1,Web,0,0,0.0
0,0,1,328.4801147236138,Suburban,0,Phone,1,0,0.0
0,0,1,69.37212542795938,Suburban,1,Web,0,0,0.0
0,1,4,54.84226892305457,Urban,1,Web,1,0,0.0
1,0,12,733.3938655127602,Suburban,0,Phone,0,0,0.0
1,0,3,133.06403930524473,Suburban,0,Web,0,0,0.0
1,0,4,630.3295514376432,Suburban,1,Web,0,0,0.0
0,0,11,92.19292325229495,Suburban,0,Web,0,0,0.0
0,1,1,367.8590573812274,Suburban,1,Phone,0,0,0.0
1,0,11,156.94215280327526,Suburban,0,Web,1,1,62.3799957975666
0,1,1,197.92201197127767,Suburban,1,Web,0,0,0.0
1,0,5,4715.581159725886,Suburban,1,Multichannel,0,0,0.0
0,0,4,81.1106018170344,Urban,0,Phone,0,0,0.0
0,1,2,657.4143801604489,Suburban,0,Web,1,0,0.0
0,1,12,323.518913377954,Urban,1,Web,0,0,0.0
0,0,12,79.97151014645169,Urban,1,Multichannel,0,0,0.0
1,0,1,173.50043241005096,Urban,0,Web,0,0,0.0
0,0,3,185.09260770688527,Suburban,0,Web,0,0,0.0
0,1,1,149.91159576193937,Suburban,0,Multichannel,0,0,0.0
0,0,6,235.61638232317702,Rural,0,Multichannel,0,0,0.0
0,1,2,15.256224343655996,Urban,0,Web,0,0,0.0
0,0,11,94.25430442063629,Rural,1,Multichannel,1,0,0.0
1,0,1,204.58129083407678,Rural,0,Web,0,0,0.0
0,0,5,234.92655490155568,Suburban,1,Web,0,0,0.0
1,0,12,385.317489840567,Suburban,0,Web,1,0,0.0
1,0,1,554.5189313080218,Urban,0,Web,0,0,0.0
0,1,7,54.23517473642556,Rural,0,Web,1,0,0.0
1,0,11,65.6536593469934,Urban,0,Web,0,0,0.0
1,0,7,21.58459687291505,Urban,0,Multichannel,0,0,0.0
1,0,5,94.46411039498382,Urban,1,Multichannel,0,0,0.0
0,1,6,42.26202671172993,Suburban,0,Web,0,0,0.0
1,0,2,39.80008756684012,Suburban,0,Multichannel,0,0,0.0
0,1,6,342.9010259891333,Urban,0,Web,0,0,0.0
0,1,4,241.0957906905337,Rural,0,Multichannel,0,0,0.0
0,0,10,457.9531163025121,Urban,1,Phone,0,0,0.0
0,1,2,381.3268001649327,Rural,0,Multichannel,1,0,0.0
0,1,2,1424.4263388758998,Suburban,0,Web,0,0,0.0
1,0,3,54.17356114429822,Urban,1,Phone,0,0,0.0
0,1,12,10.0,Rural,0,Web,0,0,0.0
0,1,6,67.39716521345332,Suburban,0,Phone,0,0,0.0
0,1,11,144.62261243292355,Urban,0,Web,0,0,0.0
0,1,3,377.44548438336807,Urban,0,Web,0,0,0.0
1,0,1,34.912804789358596,Suburban,0,Web,0,0,0.0
0,1,5,176.13956331258257,Rural,1,Web,1,0,0.0
0,0,4,584.8009566896376,Rural,1,Web,0,0,0.0
1,0,9,79.40020413298167,Rural,0,Web,0,0,0.0
0,1,11,24.36135022136029,Rural,0,Web,0,0,0.0
0,0,1,124.72450033254266,Urban,0,Multichannel,0,0,0.0
1,0,4,10.0,Urban,1,Web,1,0,0.0
0,0,12,375.52703684446743,Rural,0,Phone,0,0,0.0
1,0,6,503.4056238804225,Suburban,1,Web,0,0,0.0
1,0,8,391.1153141945697,Rural,0,Phone,1,0,0.0
1,0,12,1069.4413025202623,Suburban,0,Multichannel,0,0,0.0
0,0,5,415.87832080781885,Urban,0,Multichannel,0,0,0.0
0,1,2,392.4206109329675,Suburban,0,Web,1,0,0.0
1,0,10,116.78214912950209,Rural,0,Phone,0,0,0.0
0,1,8,349.1835312968048,Urban,0,Web,0,0,0.0
0,1,11,41.58205796232106,Urban,0,Phone,1,0,0.0
0,0,4,71.21882241749702,Urban,0,Phone,0,0,0.0
0,0,10,693.1739757723514,Suburban,1,Web,0,0,0.0
0,0,11,199.0497717076158,Suburban,0,Multichannel,0,0,0.0
0,0,8,254.04984459619052,Suburban,0,Phone,0,0,0.0
0,0,3,272.1122003757389,Suburban,0,Multichannel,0,0,0.0
1,0,3,149.22625341152445,Suburban,1,Web,0,0,0.0
0,1,3,190.31310552215837,Rural,1,Web,0,0,0.0
1,0,5,14.672900885497583,Suburban,1,Web,0,0,0.0
1,0,7,183.40962976703693,Urban,0,Web,0,0,0.0
0,1,5,25.97970389158763,Suburban,0,Web,0,0,0.0
1,0,1,908.6105524446248,Urban,0,Web,0,0,0.0
1,0,4,38.190391702971276,Suburban,0,Multichannel,0,0,0.0
1,0,3,755.370576814653,Suburban,0,Web,1,0,0.0
0,1,11,74.0179920193843,Rural,0,Web,0,0,0.0
0,0,3,661.6587617856121,Suburban,0,Multichannel,0,0,0.0
0,0,12,148.01589217203752,Urban,0,Web,0,0,0.0
0,0,3,40.91597947038501,Suburban,1,Multichannel,0,0,0.0
0,1,1,70.16654020718784,Suburban,0,Phone,0,0,0.0
1,0,2,165.50757865350698,Rural,1,Phone,0,0,0.0
0,0,3,162.94378948780607,Suburban,0,Multichannel,0,0,0.0
1,0,4,68.97692542372599,Rural,1,Phone,0,0,0.0
0,0,11,471.1467164890828,Suburban,0,Multichannel,0,0,0.0
1,0,2,199.4179152593552,Suburban,0,Phone,0,0,0.0
0,0,1,25.680257117712472,Urban,0,Multichannel,0,0,0.0
0,0,5,683.3785058955873,Suburban,0,Multichannel,0,0,0.0
0,0,2,27.569115050941736,Suburban,0,Multichannel,0,0,0.0
1,0,12,181.55214092593988,Suburban,0,Phone,0,0,0.0
0,0,10,238.61521285031355,Urban,1,Web,0,0,0.0
0,0,4,50.507213887420036,Urban,0,Phone,0,0,0.0
0,1,4,52.78908205345641,Rural,0,Multichannel,0,0,0.0
1,0,5,120.23906305371787,Rural,0,Multichannel,0,0,0.0
0,0,7,641.945043820505,Suburban,1,Multichannel,0,0,0.0
0,1,4,57.76757226566624,Suburban,0,Multichannel,0,0,0.0
0,0,3,767.6083988514955,Urban,0,Multichannel,0,0,0.0
1,0,1,125.42414751835929,Suburban,1,Web,0,0,0.0
0,0,11,10.0,Urban,0,Web,0,0,0.0
0,0,2,202.15484411962754,Suburban,0,Web,0,0,0.0
1,0,2,190.52878774885627,Urban,0,Web,1,0,0.0
0,0,4,137.72424532685102,Suburban,0,Web,0,0,0.0
0,1,9,108.87742480990141,Suburban,0,Multichannel,1,1,27.80679401966256
1,0,2,171.48253631481307,Suburban,0,Web,1,1,25.27945145896152
1,0,3,24.407100548653727,Suburban,0,Multichannel,1,0,0.0
1,0,2,365.8427479901499,Suburban,0,Web,0,0,0.0
0,1,4,462.02639889019343,Urban,0,Multichannel,0,0,0.0
0,1,3,460.20697687538785,Suburban,0,Web,0,0,0.0
1,0,11,437.7225519921663,Rural,0,Web,0,0,0.0
1,0,10,455.39066005693564,Rural,0,Multichannel,0,0,0.0
1,0,12,597.8889133614703,Suburban,0,Phone,0,0,0.0
0,1,4,37.50088181103755,Urban,0,Web,0,0,0.0
1,0,7,42.56690013747453,Suburban,0,Web,0,0,0.0
1,0,4,79.36618286088971,Urban,1,Multichannel,0,0,0.0
0,0,4,206.77963893206498,Rural,0,Web,0,0,0.0
0,0,6,61.94008977823229,Urban,0,Web,0,0,0.0
0,0,12,394.17027906853485,Urban,0,Web,1,0,0.0
0,1,2,25.139765163469296,Urban,1,Multichannel,0,0,0.0
1,0,1,566.1526067051134,Suburban,0,Phone,0,0,0.0
1,0,2,215.99595373718154,Suburban,0,Web,0,0,0.0
0,0,4,376.61229857227,Suburban,1,Web,0,0,0.0
0,1,11,261.18537092232964,Suburban,0,Multichannel,0,0,0.0
0,0,8,271.75757115357146,Urban,0,Multichannel,0,0,0.0
0,1,1,208.35227922671908,Urban,0,Multichannel,0,0,0.0
0,1,6,52.89385445415862,Urban,0,Web,0,0,0.0
0,0,2,98.34049175425102,Suburban,1,Web,0,0,0.0
1,0,8,290.1381677040895,Suburban,0,Web,0,0,0.0
0,1,5,30.79740157026897,Suburban,0,Web,0,0,0.0
0,1,2,755.8407407452187,Rural,0,Web,0,0,0.0
0,1,10,362.3858470402253,Suburban,0,Web,1,0,0.0
0,1,12,213.6817834770067,Suburban,0,Web,0,0,0.0
1,0,3,917.2876770599041,Rural,0,Web,0,0,0.0
0,1,6,162.99161333119602,Suburban,0,Web,0,0,0.0
1,0,1,286.6903963544623,Rural,1,Multichannel,0,0,0.0
1,0,12,369.55440654609754,Suburban,0,Phone,0,0,0.0
0,1,3,122.08689960218985,Suburban,0,Web,0,0,0.0
0,0,3,107.8613813997836,Suburban,0,Phone,0,0,0.0
0,0,6,219.74179415875318,Urban,0,Multichannel,0,0,0.0
1,0,8,43.29641035904593,Rural,0,Web,0,0,0.0
1,0,5,340.4019595962058,Urban,1,Web,0,0,0.0
0,0,11,82.50916385721382,Suburban,0,Web,1,0,0.0
1,0,11,24.663333082187318,Suburban,0,Multichannel,0,0,0.0
1,0,4,171.43340801951402,Suburban,0,Web,0,0,0.0
0,1,9,228.71991482178598,Rural,0,Web,0,0,0.0
0,1,10,135.07925136208092,Suburban,0,Phone,0,0,0.0
0,0,1,454.89030617367575,Rural,0,Web,0,0,0.0
0,1,7,520.794728728337,Rural,1,Phone,0,0,0.0
0,1,8,24.14059175073175,Urban,0,Multichannel,0,0,0.0
0,0,2,90.26076845947973,Suburban,0,Phone,1,1,82.13357723661161
1,0,7,409.59625401950984,Suburban,0,Web,0,0,0.0
0,0,11,126.34880653169829,Urban,0,Phone,1,1,34.69714053568669
0,1,5,19.056597607928285,Suburban,0,Web,0,0,0.0
0,0,1,218.17080483599332,Suburban,0,Web,0,0,0.0
0,1,6,617.6289953985661,Rural,0,Multichannel,0,0,0.0
0,0,5,76.35414485265495,Suburban,1,Multichannel,0,0,0.0
0,0,11,688.8128173459879,Urban,0,Multichannel,0,0,0.0
0,1,9,245.30338704168656,Urban,1,Multichannel,0,0,0.0
1,0,12,167.34941024448972,Rural,1,Web,0,0,0.0
0,1,1,248.40336645498854,Suburban,0,Web,0,0,0.0
0,1,2,60.516866446136426,Suburban,0,Multichannel,0,0,0.0
0,0,1,565.950124114522,Suburban,0,Multichannel,1,0,0.0
1,0,7,181.98223539618039,Suburban,1,Web,0,0,0.0
0,0,1,61.87326633407467,Suburban,1,Multichannel,0,0,0.0
0,1,4,336.9492625541526,Urban,0,Multichannel,0,0,0.0
1,0,2,324.22235607779237,Suburban,0,Multichannel,0,0,0.0
1,0,6,97.01820284215333,Urban,0,Web,0,0,0.0
0,0,2,398.6975471824076,Urban,0,Multichannel,0,0,0.0
1,0,12,117.0993119900407,Rural,0,Web,0,0,0.0
0,0,1,97.31655095284665,Suburban,0,Multichannel,0,0,0.0
0,1,4,125.14144304303056,Urban,0,Multichannel,0,0,0.0
0,0,12,521.1045403123077,Urban,0,Web,1,0,0.0
1,0,1,324.66919535352775,Suburban,1,Web,0,0,0.0
0,1,4,286.3776310350515,Rural,0,Phone,1,0,0.0
0,1,3,105.99370166493779,Suburban,0,Phone,0,0,0.0
0,1,4,1708.3920907036318,Suburban,0,Phone,0,0,0.0
0,1,12,44.8684824902777,Urban,0,Multichannel,0,0,0.0
0,0,3,32.5442089795317,Suburban,0,Phone,0,0,0.0
0,0,1,374.93324366913123,Urban,0,Web,0,0,0.0
0,0,1,469.1755704551264,Rural,0,Web,0,0,0.0
1,0,5,194.80964901005123,Urban,0,Multichannel,0,0,0.0
0,1,1,95.48323643643056,Suburban,0,Web,0,0,0.0
0,0,1,452.24824380229586,Rural,0,Phone,0,0,0.0
0,1,4,69.34509288978778,Rural,0,Multichannel,0,0,0.0
0,0,3,58.114388450147686,Suburban,0,Multichannel,1,1,33.02407127719447
0,0,1,64.85655801742007,Suburban,0,Web,0,0,0.0
0,0,11,128.7412987626133,Suburban,0,Web,0,0,0.0
1,0,5,213.03511582401873,Urban,0,Phone,0,0,0.0
0,1,3,89.48272562507717,Rural,0,Web,1,0,0.0
0,1,8,380.24558200401935,Suburban,0,Web,0,0,0.0
0,0,2,171.92950476174846,Suburban,1,Web,0,0,0.0
0,0,1,433.2293583372305,Urban,1,Web,0,0,0.0
0,0,4,34.29939333100679,Urban,0,Web,1,0,0.0
0,1,1,127.25513660208982,Urban,0,Web,0,0,0.0
1,0,4,171.44361488950173,Suburban,0,Multichannel,0,0,0.0
1,0,4,14.744051279357594,Suburban,0,Web,0,0,0.0
1,0,1,50.53751222607995,Urban,1,Phone,0,0,0.0
0,0,8,25.12390733767784,Suburban,0,Phone,0,0,0.0
0,1,7,155.9653059007459,Rural,0,Multichannel,0,0,0.0
0,1,7,227.54889604233747,Suburban,0,Web,0,0,0.0
0,0,4,112.0873759739077,Suburban,0,Multichannel,1,0,0.0
0,1,11,16.031997992926183,Suburban,0,Multichannel,1,0,0.0
1,0,8,149.32667298832425,Suburban,0,Web,0,0,0.0
0,0,11,92.9617736596259,Suburban,0,Web,0,0,0.0
0,1,11,103.65042041269437,Suburban,1,Web,0,0,0.0
1,0,6,870.8850049536745,Urban,0,Phone,0,0,0.0
0,1,11,250.8288707878545,Suburban,0,Web,1,0,0.0
1,0,12,157.08374197906974,Rural,0,Phone,0,0,0.0
1,0,1,49.01970108702304,Urban,0,Multichannel,1,1,25.41972200870745
1,0,1,116.8789204895983,Rural,0,Web,0,0,0.0
1,0,1,147.88853993183426,Suburban,0,Multichannel,0,0,0.0
0,0,5,1987.9885534511213,Suburban,0,Phone,0,0,0.0
0,0,2,53.69874839014709,Suburban,0,Phone,0,0,0.0
1,0,6,76.6526061393068,Rural,0,Phone,0,0,0.0
0,1,2,208.5105963539396,Suburban,0,Web,0,0,0.0
1,0,4,97.13485970770284,Rural,0,Web,0,0,0.0
1,0,3,137.85807448564984,Rural,1,Web,0,0,0.0
1,0,1,74.7964041124167,Urban,0,Phone,0,0,0.0
1,0,3,64.94207517283931,Urban,0,Multichannel,0,0,0.0
0,0,10,21.045485355038565,Rural,1,Web,0,0,0.0
0,1,1,96.24362364347738,Urban,0,Web,0,0,0.0
1,0,2,21.726872305663722,Suburban,0,Web,0,0,0.0
0,0,4,446.58760026768584,Suburban,0,Web,0,0,0.0
1,0,1,172.38566875093275,Suburban,0,Multichannel,0,0,0.0
1,0,1,122.66636725721075,Suburban,0,Multichannel,1,0,0.0
0,0,8,160.94364837040155,Suburban,0,Phone,0,0,0.0
0,1,4,309.8322836167713,Suburban,0,Web,0,0,0.0
0,1,1,77.22759519683466,Suburban,1,Web,0,0,0.0
1,0,7,18.798779573974002,Suburban,1,Web,0,0,0.0
1,0,8,1090.0574693095557,Suburban,0,Web,1,0,0.0
0,0,5,66.53911072955238,Urban,0,Web,0,0,0.0
0,0,11,94.05284412131329,Suburban,0,Multichannel,0,0,0.0
0,0,10,433.30566032326465,Rural,0,Web,0,0,0.0
0,1,11,152.04817493662503,Urban,0,Phone,0,0,0.0
1,0,4,670.8074942491393,Suburban,0,Multichannel,0,0,0.0
0,0,12,149.6519631948748,Suburban,0,Multichannel,1,1,50.71107919509461
0,1,10,291.31559119719105,Urban,0,Phone,0,0,0.0
0,1,1,674.06191762044,Urban,0,Multichannel,1,1,19.61202728034939
0,1,8,165.56871241104474,Suburban,1,Web,0,0,0.0
0,0,5,27.622914674767742,Urban,0,Multichannel,0,0,0.0
0,0,11,406.4612775715606,Suburban,0,Phone,0,0,0.0
0,1,7,211.7922866669321,Suburban,0,Multichannel,0,0,0.0
0,0,2,149.62466147661647,Rural,0,Web,0,0,0.0
0,0,4,209.2233802682665,Urban,0,Web,0,0,0.0
1,0,7,85.40449541339532,Suburban,1,Multichannel,0,0,0.0
0,0,3,658.0034133604229,Suburban,0,Phone,0,0,0.0
0,0,4,121.41873389432308,Suburban,0,Web,0,0,0.0
0,1,4,718.9510514543188,Suburban,0,Web,1,0,0.0
0,1,1,274.52113657547756,Urban,0,Multichannel,0,0,0.0
0,0,1,333.23673929108634,Rural,0,Web,0,0,0.0
1,0,2,757.3138028326318,Suburban,0,Phone,1,0,0.0
0,1,6,362.09727501121455,Suburban,0,Phone,0,0,0.0
0,0,12,229.29461941087436,Suburban,1,Multichannel,0,0,0.0
0,0,2,153.39426406024936,Suburban,1,Web,0,0,0.0
0,1,2,281.02057466811004,Urban,0,Multichannel,1,1,23.480360587967425
0,0,3,122.19274770873562,Rural,1,Multichannel,0,0,0.0
1,0,1,219.95980573766357,Suburban,0,Web,0,0,0.0
1,0,3,798.0480207092551,Rural,1,Phone,1,0,0.0
1,0,11,42.08259586451083,Urban,0,Phone,0,0,0.0
0,1,2,114.02523357958158,Suburban,0,Web,0,0,0.0
0,1,12,48.29397507964078,Urban,0,Multichannel,0,0,0.0
0,1,1,175.8263154396766,Rural,0,Phone,0,0,0.0
1,0,11,169.93669549340783,Suburban,0,Web,0,0,0.0
0,0,12,43.66710368834158,Urban,0,Web,0,0,0.0
0,1,4,265.71382954007527,Urban,1,Multichannel,0,0,0.0
0,1,6,208.48124658468467,Rural,0,Web,0,0,0.0
0,0,12,15.050052179329844,Suburban,0,Phone,0,0,0.0
1,0,8,142.8415723158488,Suburban,0,Web,0,0,0.0
1,0,11,153.0753790330588,Suburban,0,Web,0,0,0.0
0,0,2,1222.1511917123144,Rural,1,Web,0,0,0.0
